,title,price,location,description,link,Kilométrage,Couleur du véhicule,Etat du véhicule,Année,Cylindrée,Boite,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant
3051,RANGE ROVER EVOQUE,120000.0,Tunis, voiture bien entretenue ⛔️ Puissance fiscale : essence 15 cv ⛔️ date de mise en circu : 02/2015 ⛔️ boite : Automatique 8 vitesse ⛔️ kilomtrage : 130000 km option ➡️ CAmera + sellerie cuir bi couleur ➡️ Toi panaramique ➡️ jante 19 ➡️ Sonorisation meridan ➡️ commande online systeme ➡️ Ecran centrale tactile ➡️ Retro rabat electeique ➡️ regulateur de vitesse ➡️ Siege electrique memoire ➡️ Optics avant full led ➡️ climatisation automatique bizone ➡️ Eclairage d'ambiance 📞 Afficher,https://www.tayara.tn/item/63d9665b1b3fed8fd49c1782/,130000.0,Blanc,Avec kilométrage,2015,2.0L,Automatique,Land Rover,Range Rover Evoque,14.0,4 x 4,Essence
3052,polo 5 à vendre,15.5,Tunis,une bonne occasion voiture en bon état ,https://www.tayara.tn/item/63d95a7e1b3fed8fd49c14e8/,0.0,Argent,Avec kilométrage,00,>4.0L,Manuelle,Volkswagen,Polo,0.0,Utilitaire,Essence
3053,voiture Hondai ,26.0,Sfax,voiture Hondai a vendre en 2020 a route Manzel chaker Sfax - 120.000. KM 3 ans .. bonne état Tel Afficher,https://www.tayara.tn/item/63d931831b3fed8fd49c0a40/,120.0,Rouge,Avec kilométrage,2020,1.2L,Manuelle,Honda,Accent,5.0,Compacte,Essence
3054,polo3,9500.0,Nabeul,voiture on bonne état,https://www.tayara.tn/item/63d9279c1b3fed8fd49c0728/,269.0,Blanc,Avec kilométrage,1996,<1.0L,Manuelle,Volkswagen,Polo,5.0,Compacte,Essence
3055,A Vendre,57000.0,Ben Arous,Voiture propre full option,https://www.tayara.tn/item/63d9273a1b3fed8fd49c0700/,119000.0,Orange,Avec kilométrage,2017,1.5L,Automatique,Autres,Autres,9.0,4 x 4,Essence
3056,voiture à vendre,20000.0,Sfax,"Voiture commercial FIAT DOBLO en très bon état. Numéro : Afficher toutes options: climatisée, direction assistée. kilométrage 126386",https://www.tayara.tn/item/63d924141b3fed8fd49c05ca/,126386.0,Blanc,Avec kilométrage,2016,>4.0L,Manuelle,Fiat,Doblo,5.0,Utilitaire,Diesel
3057,vente voiture,38500.0,Tunis,voiture mini one (BMW) kilométrage : 79000 ,https://www.tayara.tn/item/63d90e411b3fed8fd49bfe3f/,79000.0,Blanc,Avec kilométrage,2010,>4.0L,Manuelle,mini,One,5.0,Autres,Essence
3058,Mitsubishi Outlander 2 ,1.0,Tunis,"Je mets en vente ma voiture Mitsubishi Outlander 2, année 2007, 4*4, moteur VW 2.0l d'origine boîte vitesse 6. ",https://www.tayara.tn/item/63d9079f1b3fed8fd49bfc3f/,317000.0,Gris,Avec kilométrage,2007,2.0L,Manuelle,Mitsubishi,Outlander,9.0,4 x 4,Diesel
3059,Mahindra kuv100 ,31000.0,Ariana,à vendre une belle voiture Mahindra ,https://www.tayara.tn/item/63d8ff671b3fed8fd49bf994/,60000.0,Rouge,Avec kilométrage,2019,1.2L,Manuelle,Mahindra,Hover,5.0,Compacte,Essence
3060,Voiture Ford ranger,22.0,Tunis,A vendre voiture ford ranger Tel ; Afficher ,https://www.tayara.tn/item/63d8f9d91b3fed8fd49bf7ea/,500.0,Blanc,Avec kilométrage,2008,1.4L,Automatique,Ford,Ranger,10.0,Utilitaire,Diesel
3061,2010 Citroën c3 ,25500.0,Tunis,Voiture en exellent état ( متاع كسيبة) 5 places Essence très économique (5ch) 3 cylindre متتسحقش حتى مصروف Tout les papiers en règles Vidange complet fait 15 décembre 2022. كسوة intacte Moteur exellent état Vitre avant électrique climatisé / chauffé fermiture centrale sécurité enfant Boite vitesse manuelle Airbag Radio / Bluetooth / Emplacement pour chargueur ou allume cigare.. Mane très spacieux confort couleur sympathique Sa conduite est assez légère et stable dans les courts et longs tragets Rien à signaler الي مش يشريها رابحها prix 25500 disponible à la marsa Tel: Afficher,https://www.tayara.tn/item/63d7cad01b3fed8fd49bc7ff/,138000.0,Bleu,Avec kilométrage,2010,3.0L,Manuelle,Citroen,C3,5.0,Autres,Essence
3062,A vendre c3 nv ,40000.0,Ben Arous,Voiture bako ,https://www.tayara.tn/item/63d8f2401b3fed8fd49bf550/,78000.0,Autre,Nouveau,2019,1.2L,Automatique,Citroen,C35,4.0,Compacte,Essence
3063,Voiture commercial CADDY 6cv DIESEL,42000.0,Tunis,Caddy commercial Climatiseur ABS-ESP Boite manuel 5 Vitesse Bluetooth Volant multifonction Numéro de téléphone Afficher,https://www.tayara.tn/item/63d8f1871b3fed8fd49bf51f/,190000.0,Gris,Avec kilométrage,2019,1.9L,Manuelle,Volkswagen,Caddy,6.0,Utilitaire,Diesel
3064,Belle Voiture Familiale ,30.0,Ben Arous,Vente La Perle Vw,https://www.tayara.tn/item/63d8ea5e1b3fed8fd49bf25e/,290.0,Gris,Avec kilométrage,2010,1.6L,Manuelle,Volkswagen,Golf,5.0,Berline,Diesel
3065,à ne pas ratet,46000.0,Tunis,a vendre voiture nissan juke essence juin 2012 en très bonne etat 46 milles dinars prix à discuter contacte Afficher,https://www.tayara.tn/item/63d8ea251b3fed8fd49bf247/,130.0,Rouge,Avec kilométrage,2012,1.2L,Automatique,Nissan,Juke,7.0,4 x 4,Essence
3066,Voiture neuf ,34000.0,Ben Arous,Premier main ,https://www.tayara.tn/item/63d8d4f51b3fed8fd49beba7/,70000.0,Noir,Avec kilométrage,2020,1.2L,Manuelle,Mahindra,Scorpion,5.0,Compacte,Essence
3067,Suzuki ciaz 2107,42500.0,Tunis,"voiture propre avec un entretien à la maison suzuki boite de vitesse manuelle 5 CV, essence, ",https://www.tayara.tn/item/63d8cf751b3fed8fd49bea30/,89000.0,Marron,Avec kilométrage,2017,1.4L,Manuelle,Suzuki,Swift,5.0,Berline,Essence
3068,Dacia,30000000.0,Sfax,Voiture presque neuf depuis 2018 2 places Route manzel chaker km 4.5  Afficher ,https://www.tayara.tn/item/63d8cb231b3fed8fd49be948/,150000.0,Blanc,Nouveau,2018,3.0L,Manuelle,Dacia,Dokker,1461.0,Autres,Diesel
3069,Vendre un voiture occasion,14800.0,Nabeul,Marque:Peugeot Modèle:Partner sous garantie Batterie neuve kilomètrage:38000km,https://www.tayara.tn/item/63d833b51b3fed8fd49bdfce/,38000.0,Blanc,Avec kilométrage,2006,1.2L,Manuelle,Peugeot,Partner,19.0,Utilitaire,Diesel
3070,ford mustang gt 500 v8,1234.0,Béja,"av ford mustang GT 500 v8 immatricule deutshland Voiture de sport / Coupé model : 2021 boite Automatique / kilometrage 12000 KM puissance 331 kW (450 CV) HU Nombre de places : 5 Cylindrée : 5000 cc Nombre de portes : 2/3 Aménagement Climatisation automatique 2 zones, ABS, système d'alarme, éclairage d'ambiance, Android Auto, Apple CarPlay, accoudoir, pare-brise chauffant, aide au démarrage en pente, Bluetooth, ordinateur de bord, lecteur CD, ESP, capteurs de stationnement (arrière, caméra), Vitres électriques, électriques, rétroviseurs latéraux, réglage électrique des sièges, antidémarrage électrique, système mains libres, garantie, Isofix, feux de virage, phares à LED, feux de jour à LED, volant en cuir, jantes en alliage, capteur de luminosité, multi-fonctions au volant, Système de navigation, phares antibrouillard, radio (tuner / radio, radio DAB). Capteur de pluie, Surveillance de la pression des pneus, Nettoyage des phares, Verrouillage centralisé sans clé, Direction assistée, Sièges chauffants, Pneus d'été, Système audio, Suspension sport, Pack sport, Sièges sport, Régulateur de vitesse, Écran tactile, Antipatinage, Siège passager rabattable, - Lunette arrière chauffante - / PDC - Chauffage des sièges - Système de navigation - Volant en cuir - Régulateur de vitesse - Tout cuir - Et bien plus encore contacter whatsup : Afficher7",https://www.tayara.tn/item/63d82ff21b3fed8fd49bdf15/,12000.0,Blanc,RS,2021,>4.0L,Automatique,Ford,Mustang,450.0,Autres,Essence
3071,Bonne occasion,45000.0,Ben Arous,à ne pas rater cette perle qu'on est obligé de la vendre suite à la possession d'une nouvelle voiture,https://www.tayara.tn/item/63d828281b3fed8fd49bdd80/,76000.0,Rouge,Nouveau,2017,1.4L,Manuelle,AC,Seven,5454.0,Autres,Essence
3072,C3 excellente état ,42500.0,Tunis,je mets en vente une C3 puretech année 2018 peu roulée 69000km excellent état toutes options carnet d'entretien voiture de femme dispo à la Soukra ou sidi daoued,https://www.tayara.tn/item/63d825161b3fed8fd49bdcbd/,69000.0,Gris,Nouveau,2018,1.2L,Manuelle,Citroen,C3,4.0,Berline,Essence
3073,voiture ,14800.0,Nabeul,"كرهبة نظيفة متاع كسيبة سنة 2006 4 pneu Amine جدد 0 كلم train arriere تركيب جديد batterie sous grantie 14,800 dinar Tel: Afficher",https://www.tayara.tn/item/63d8232a1b3fed8fd49bdc2b/,38000.0,Blanc,Nouveau,2006,1.1L,Manuelle,Autres,Autres,7.0,Autres,Diesel
3074,golf 7 ,0.0,Sousse,voiture très propre état neuf toutes options sauf toit ouvrant détecteurs de pluie Park assist auto park boite manuelle capteur avant capteur arrière feux automatiques commande au volant kilométrage 170000 ,https://www.tayara.tn/item/63d802381b3fed8fd49bd549/,17000.0,Blanc,Avec kilométrage,2013,1.2L,Manuelle,Volkswagen,Golf 7,5.0,Compacte,Essence
3075,VOITURE SPORTAGE,92.0,Sousse,SPORTAGE BOITE VITESSE AUTOMATIQUE TOIT OUVRANT ESSENCE 4*4 150.000 KM TOUT OPTION ,https://www.tayara.tn/item/63d7f4ce1b3fed8fd49bd29c/,150.0,Noir,Avec kilométrage,2016,1.6L,Automatique,Kia,Sportage,10.0,4 x 4,Essence
3076,VONTO WOLKSWAGEN,11000.0,Ben Arous,VOITURE A VANDRE,https://www.tayara.tn/item/63d7f4b31b3fed8fd49bd296/,10000.0,Gris,Avec kilométrage,1995,3.0L,Manuelle,Volkswagen,Vento,6.0,Compacte,Diesel
3077,Peugeot 3008 GT line,0.0,Sousse,Une très belle voiture Peugeot 3008 GT Line Etat: Neuf Couleur : Blanc nacré Boite : automatique Date mise en circulation : 28/12/2021 Cylindrée : 1.6 L Puissance : 9 Carburant : Essence Kilométrage : 18700 km Pour plus d'informations contactez Afficher NB: non sérieux s'abstenir svp,https://www.tayara.tn/item/63d7c6af1b3fed8fd49bc6cd/,18000.0,Blanc,Avec kilométrage,2022,1.6L,Automatique,Peugeot,3008,9.0,4 x 4,Essence
3078,Audi A4 ,0.0,Sfax,A4 essence cuir beige origine boite 6 jante alu voiture robuste et économique 7ch essence climatronic ,https://www.tayara.tn/item/63d7c5ee1b3fed8fd49bc67e/,197000.0,Noir,Avec kilométrage,2010,1.6L,Manuelle,Audi,A4,7.0,Compacte,Essence
3079,VOITURE A VENDRE,1.0,Sfax,CAMIONETTE FORD RANGER A VENDRE SERIE 145 COULEUR GRIS CLAIR CONTACT Afficher ,https://www.tayara.tn/item/63d7bbf71b3fed8fd49bc350/,347000.0,Gris,Avec kilométrage,2010,2.0L,Manuelle,Ford,Ranger,10.0,Compacte,Diesel
3080,vendre une voiture,9500.0,Tunis,oppel corsa swyng 4 nouveaux pneux et un videnge complet andou 2 mois et 4 amoutousseur nouveaux,https://www.tayara.tn/item/63d7b7111b3fed8fd49bc1aa/,290000.0,Noir,Avec kilométrage,1999,3.0L,Manuelle,Opel,Corsa,4.0,Compacte,Essence
3081,voiture à vendre (54557956 / 28 821 555),0.0,Ariana,Opel noir,https://www.tayara.tn/item/63d7a3001b3fed8fd49bba8b/,300.0,Noir,Avec kilométrage,2000,3.0L,Manuelle,Opel,GT,4.0,Autres,Essence
3082,PEUGEOT 301,19800.0,La Manouba,VOITURE 301 TRES PROPRE TT EST D'ORIGINE LES ENTRETIENS CHEZ MAISON PEUGEOT LES ROUES NEUF ,https://www.tayara.tn/item/63d79ef91b3fed8fd49bb8cf/,186.0,Noir,Avec kilométrage,2014,1.2L,Manuelle,Peugeot,301,5.0,Autres,Essence
3083,A vendre une voiture Citroen C4,34000.0,Nabeul,"A vendre une voiture Citroen C4 Nombre de places : 5 places Energie : essence Charge Utile : 0,510 tonnes PRIX : 34 ML DT ",https://www.tayara.tn/item/63d78f4c1b3fed8fd49bb2a9/,256842.0,Blanc,Avec kilométrage,2013,1.6L,Manuelle,Citroen,C4,6.0,Autres,Essence
3084,fiat ,26.0,Monastir,voiture en bonne état général ,https://www.tayara.tn/item/63d78efc1b3fed8fd49bb27c/,152000.0,Blanc,Avec kilométrage,2017,1.1L,Manuelle,Fiat,Grande Punto,4.0,Compacte,Essence
3085,Voiture Fiat Punto - Kairouan,18000.0,Kairouan,Veuillez appeller: Afficher si intéressé ,https://www.tayara.tn/item/63d6d35b1b3fed8fd49ba20c/,0.0,Noir,Avec kilométrage,2008,1.4L,Manuelle,Fiat,Punto,5.0,Autres,Essence
3086,B.M.W E36 Compacte 27.826.850,1111.0,Le Kef,Voiture en bonne état 07 ch injection Essence Fermeture centralisé Vitre électrique Rétroviseurs électriques Jonte aluminium Climatisation manque compresseur Téléphone Afficher ,https://www.tayara.tn/item/63d6b47f1b3fed8fd49b9b38/,1234.0,Bleu,Avec kilométrage,1995,1.6L,Manuelle,BMW,M,123.0,Compacte,Essence
3087,voiture,18.5,Mahdia,une voiture,https://www.tayara.tn/item/63d6ab9e1b3fed8fd49b992d/,324000.0,Gris,Nouveau,2008,1.6L,Manuelle,Citroen,Berlingo,7.0,Compacte,Diesel
3088,Voiture HAVAL H6 à vendre,65000.0,Médenine,"A vendre voiture HAVAL H6 très bon état mi-2017 tout options(salon cuir, toit ouvrant, jantes alu, écran tactile... etc) ",https://www.tayara.tn/item/63d6ab7b1b3fed8fd49b9925/,95000.0,Camel,Avec kilométrage,2017,2.0L,Automatique,Autres,Autres,9.0,Autres,Essence
3089,voiture,0.0,Tunis,je mets en vente la voiture.,https://www.tayara.tn/item/63d69b421b3fed8fd49b9586/,260.0,Noir,Avec kilométrage,1999,3.0L,Manuelle,Opel,Corsa,4.0,Compacte,Essence
3090,206+ à ne pas rater ,21500.0,La Manouba,Année : 23/07/2011 kilométrage :129900 visite technique :20/01/2024 double clé 🔑 poste MP3 sony original voiture en excellent état. zéro dépense disponible au denden contact : Afficher prix à débattre pour les intéressés ,https://www.tayara.tn/item/63d679181b3fed8fd49b8d39/,129900.0,Gris,Nouveau,2011,1.2L,Manuelle,Peugeot,206+,4.0,Compacte,Essence
3091,voiture ,50.0,Monastir, Afficher mechya 207878 km 4Cylindres 7 CH modèle 2015 Nombre de places : 5 double bon automatique charge utile : 1280 kg,https://www.tayara.tn/item/63d675e81b3fed8fd49b8c4d/,207878.0,Blanc,Avec kilométrage,2015,2.5L,Manuelle,Ford,Ranger,7.0,4 x 4,Diesel
3092,voiture,24.5,Tunis,je met en vente cytrowen cilese ,https://www.tayara.tn/item/63d675841b3fed8fd49b8c2d/,188000.0,Gris,Avec kilométrage,2015,1.2L,Manuelle,Citroen,C-Elysée,5.0,Berline,Essence
3093,voiture,18300.0,Sousse,a vendre,https://www.tayara.tn/item/63d663281b3fed8fd49b8870/,277.0,Gris,Avec kilométrage,2012,>4.0L,Manuelle,Fiat,Punto,5.0,Autres,Essence
3094,tiguan 2.0 tdi,44999.0,Ariana,"trés belle tiguan tdi 2.0 model 2008 tt les optins : toit panoramic, sllerie cuir geige ,sieges electriques ....etc possibilité d’échange avec voiture essence 5cv",https://www.tayara.tn/item/63d660861b3fed8fd49b87e5/,257000.0,Noir,Avec kilométrage,2008,2.0L,Manuelle,Volkswagen,Tiguan,9.0,Berline,Diesel
3095,Dacia sandero stepwey ,44500.0,Kairouan,Voiture importée fin série 04/2018 107.000km • Essence 5cV Motorisation 1.0 Feux de jours à led v volant multifonctions usb Bluetooth Caméra de recule antibrouillard jantes alu 16p Volant et levier de vitesse en cuir Ordinateur de Bord régulateur et limitateur de vitesse Commande au volant rétroviseurs électriques,https://www.tayara.tn/item/63d64d3b1b3fed8fd49b837d/,107000.0,Rouge,Avec kilométrage,2018,<1.0L,Manuelle,Dacia,Sandero,5.0,Compacte,Essence
3096,voiture,99999.0,Le Kef,voiture neuf,https://www.tayara.tn/item/63d64be71b3fed8fd49b833f/,520000.0,Blanc,Avec kilométrage,2014,2.4L,Manuelle,Isuzu,D-MAX,10.0,Utilitaire,Diesel
3097,Fiat 500X,85000.0,Ben Arous,voiture presque neuve 28000km 2 ans BVA possibilité de reprise Lising ,https://www.tayara.tn/item/63d64ace1b3fed8fd49b8310/,28000.0,Marron,Nouveau,2021,1.4L,Automatique,Fiat,500X,7.0,Autres,Essence
3098,voiture megane 2 ,16.0,Kairouan,Essence mechya 260000km cylindre 1.6 boite manuelle 2004,https://www.tayara.tn/item/63d641861b3fed8fd49b80d3/,260.0,Noir,Avec kilométrage,2007,1.6L,Manuelle,Renault,Megane,0.0,Autres,Essence
3099,Mg zs,51.0,Ariana,je met en vente ma voiture  Afficher,https://www.tayara.tn/item/63d62b591b3fed8fd49b7cd9/,184000.0,Blanc,Avec kilométrage,2019,1.4L,Automatique,Man,.Country Man,7.0,4 x 4,Essence
3100,Mercedes c180 cgi,46000.0,Ben Arous,Mercedes c180 Cgi Année fin 2010 237000 km Toit ouvrant Boîte manuelle 6 rapports Siège chauffant Rétro rabbattable Parkassist Voiture en excellent état Numéro Afficher Prix 46000,https://www.tayara.tn/item/63d6204d1b3fed8fd49b7b6b/,237000.0,Noir,Avec kilométrage,2010,1.8L,Manuelle,Mercedes-Benz,Classe C,9.0,Berline,Essence
3101,voiture ,33000.0,Nabeul,voiture Kia Rio équipé de bluetooth kilométrage 107500 ,https://www.tayara.tn/item/63d619b11b3fed8fd49b7add/,107500.0,Noir,Avec kilométrage,2017,1.2L,Manuelle,Kia,Rio,5.0,Berline,Essence
3102,Isuzu d-max,55000.0,Ben Arous,voiture très propre prix négociable ,https://www.tayara.tn/item/63d618191b3fed8fd49b7abd/,200000.0,Blanc,Avec kilométrage,2019,1.6L,Manuelle,Isuzu,D-MAX,8.0,Pick up,Diesel
3103,symbol élegance,33400.0,Bizerte,Tt options Tt en marche Voiture propre Prix 33400 Tel Afficher,https://www.tayara.tn/item/63d586ee1b3fed8fd49b71dd/,94100.0,Noir,Avec kilométrage,2015,1.2L,Manuelle,Renault,Symbol,5.0,Autres,Essence
3104,peugeot expert ,1.0,Mahdia,"Vous cherchez un véhicule de travail fiable et polyvalent? Je vends ma Peugeot Expert 2011 Avec seulement 186000km au compteur réel,cette voiture est en parfait état, avec une boîte manuelle fluide et une puissance fiscale de 7. Alimenté par un diesel fiable, cette Peugeot Expert est le choix idéal pour les professionnels en quête de performance sur la route. Grâce à sa capacité de chargement impressionnante et à des fonctionnalités pratiques telles que la climatisation et l'audio, vous pourrez transporter facilement vos outils et équipements tout en bénéficiant d'un confort optimal. N'hésitez pas à prendre contact pour plus d'informations ou pour organiser une visite. Cette Peugeot Expert sera votre partenaire de confiance pour les années à venir!",https://www.tayara.tn/item/63d55f731b3fed8fd49b6a33/,186000.0,Blanc,Avec kilométrage,2011,3.0L,Manuelle,Peugeot,Expert,7.0,Autres,Diesel
3105,206 VOITURE,14.0,Kairouan,KARHBA NDHIFA MTE3 KSIBA,https://www.tayara.tn/item/63d5471a1b3fed8fd49b65e3/,286.0,Gris,Nouveau,2001,1.1L,Manuelle,Peugeot,206,4.0,Autres,Essence
3106,voiture en bonne etat,1.0,Gafsa,voiture isuzu en bonne etat,https://www.tayara.tn/item/63d545a11b3fed8fd49b65a7/,1.0,Blanc,Nouveau,2015,2.0L,Automatique,Isuzu,D-MAX,0.0,Compacte,Diesel
3107,avendre voiture ,30000.0,La Manouba,une belle voiture Nissan QashQai année 2009 9ch serie 141,https://www.tayara.tn/item/63d53f491b3fed8fd49b6467/,385.0,Noir,Avec kilométrage,2009,3.0L,Manuelle,Nissan,Qashqai,9.0,Autres,Diesel
3108,port de voiture ,0.0,Tunis,"très bon état ,côté passager ",https://www.tayara.tn/item/63d53ca21b3fed8fd49b63e5/,150000.0,Noir,Pièces manquantes,2014,1.2L,Manuelle,Renault,Clio,5.0,Autres,Essence
3109,Dacia dokker,25000.0,Sfax,sous leasing voiture très propre et très bien entretenu avec peinture d'origine avec faible métrage 34230 klm fulle option disponible a sfax Afficher,https://www.tayara.tn/item/63d527961b3fed8fd49b5f84/,34230.0,Noir,Nouveau,2020,1.5L,Manuelle,Dacia,Dokker,6.0,Autres,Diesel
3110,BMW GT sport 330i,83000.0,Gabès,je met en vente Une excellente voiture BMW GT sport pour d'autres questions n'hésitez pas me contacter par téléphone Afficher watsapp Afficher1620,https://www.tayara.tn/item/63d524401b3fed8fd49b5ed5/,10003.0,Blanc,Avec kilométrage,2019,2.0L,Automatique,BMW,Serie 3 GT,15.0,Compacte,Essence
3111,une belle grande Picasso ,52000.0,Sousse,"une belle grande Picasso 7 place toute option zéro dépenses voiture à l'état d'origine, capteur, caméra de recul,conduite auto,gps.......ect",https://www.tayara.tn/item/63d5222b1b3fed8fd49b5e62/,297000.0,Gris,Nouveau,2015,1.6L,Manuelle,Citroen,C4 Picasso,6.0,Utilitaire,Diesel
3112,Voiture à vendre 3008 Peugeot,3500.0,Tunis,Voiture a vendre 3500  Afficher,https://www.tayara.tn/item/63d520711b3fed8fd49b5dff/,0.0,Blanc,Avec kilométrage,1987,3.0L,Manuelle,Peugeot,3008,0.0,Autres,Essence
3113,voiture Dongfeng S50,42000.0,Ben Arous,En très bonne état ,https://www.tayara.tn/item/63d51bc61b3fed8fd49b5cea/,64000.0,Marron,Avec kilométrage,2019,1.4L,Manuelle,Autres,Autres,6.0,Berline,Essence
3114,renault symbole ndhifa barcha,23000.0,Tunis,une belle voiture familiale lel ksiba 4 geante alu toutes ses pieces sont d'origines prix legerement negociable ,https://www.tayara.tn/item/63d519681b3fed8fd49b5c56/,210.0,Noir,Nouveau,2012,1.2L,Manuelle,Renault,Symbol,5.0,Berline,Essence
3115,Mazda 2 skyactiv ,0.0,Ariana,a vendre Mazda 2 skyactiv voiture très propre et très bien entretenu kilométrage 116.000 modèle 2016 disponible à manzah 8 pour plus d'informations contactez le Afficher ,https://www.tayara.tn/item/63d517891b3fed8fd49b5be8/,116.0,Noir,Nouveau,2016,1.2L,Manuelle,Mazda,2,6.0,Compacte,Essence
3116,Peugeot 309,6000.0,Ariana,Voiture Peugeot 309,https://www.tayara.tn/item/63d504851b3fed8fd49b574d/,240000.0,Blanc,Avec kilométrage,1989,3.0L,Manuelle,Peugeot,309,5.0,Autres,Essence
3117,voiture.98270951,0.0,Ariana,Etat origine.montage français ,https://www.tayara.tn/item/63d5038a1b3fed8fd49b5700/,0.0,Noir,Nouveau,2000,1.2L,Manuelle,Renault,Clio,4.0,Berline,Essence
3118,⛔️ GOLF 7 TSI ⛔️,98400717.0,Tunis," ✅Mise en circulation 22/11/2013 ✅Kilométrage :178000km ✅Energie : ESSENCE ✅Puissance fiscal : 5 Cv ✅Boite manuelle ✅Volant en cuir ✅Rétroviseurs électriques réglable ✅Climatisation ✅Frein main électrique ✅Prise 12v , USB ✅Jante alu 15"" ✅Voiture très très propre comme neuve 💰💲 Prix DT 💰💲 🚫Prix légèrement négociable 🚫 Tel : 📱 Afficher ⛔️Voiture visible dans notre Show Room FJ MOTORS⛔️ ⛔️la Marsa rue ibn el jazzar derrière carrefour⛔️ ⏱ HORAIRE DU 09:00 H à 17h:00 ⏱",https://www.tayara.tn/item/63d4e34f1b3fed8fd49b4e45/,178000.0,Gris,Avec kilométrage,2013,1.2L,Manuelle,Volkswagen,Golf 7,5.0,Compacte,Essence
3119,⛔️ GOLF 7 TSI LOUNGE ⛔️,98400717.0,Tunis," ✅Mise en circulation 22/06/2015 ✅Kilométrage :120000km ✅Energie : ESSENCE ✅Puissance fiscal : 5 Cv ✅Boite manuelle ✅Radar de recul ✅Volant en cuir multifonctions ✅Rétroviseurs rabbatable électriques réglable ✅Climatisation ✅Frein main électrique ✅Prise 12v , USB ✅Jante alu 15"" ✅Voiture très très propre comme neuve 💰💲 Prix DT 💰💲 🚫Prix légèrement négociable 🚫 Tel : 📱 Afficher ⛔️Voiture visible dans notre Show Room FJ MOTORS⛔️ ⛔️la Marsa rue ibn el jazzar derrière carrefour⛔️ ⏱ HORAIRE DU 09:00 H à 17h:00 ⏱",https://www.tayara.tn/item/63d4e28a1b3fed8fd49b4e0e/,120000.0,Gris,Avec kilométrage,2015,1.2L,Manuelle,Volkswagen,Golf 7,5.0,Compacte,Essence
3120,Dacia Duster,30.0,Sousse," Afficher Dacia Duster Année 2015, Régime RS depuis fin 2018. 140 mil.k Prix 30 mil.dt, Douane 13.mil.dt 7cv essence 4*2 #voiture #voitures",https://www.tayara.tn/item/63d43e491b3fed8fd49b41f8/,140.0,Bleu,Avec kilométrage,2015,>4.0L,Manuelle,Dacia,Duster,7.0,4 x 4,Essence
3121,voiture 🚗,21500.0,Sousse,من عام 2012 ايسونس 4ch ماشية 220 0مصروف الكورنيش سوسة 21500 السوم  Afficher,https://www.tayara.tn/item/63d424ad1b3fed8fd49b3bf3/,220.0,Gris,Avec kilométrage,2012,>4.0L,Automatique,Peugeot,207,4.0,Pick up,Essence
3122,Peugeot b9,33000.0,Ariana,"vente Peugeot b9 2016 210 000 km évolutive, rien à prévoir voiture très propre ainsi que le moteur. 33000dt à débattre ceux qui sont pas intéressés merci de passer votre chemin. ",https://www.tayara.tn/item/63d41cdc1b3fed8fd49b3a62/,210000.0,Blanc,Avec kilométrage,2016,1.6L,Manuelle,Peugeot,Partner,6.0,Utilitaire,Diesel
3123,avendre voiture b9 Citroen ,40000.0,Ben Arous,avendre Citroen b9 tout option E-HDI - année : 12/2017 - modèle : 2018 - kilomètrage : 168000 - carnet d'entretien parfait - toit ouvrant - régulateur de vitesse - lémiteur de vitesse - ordinateur de bord - serie : 201 tun ..... - accoudoir - voulon multifonction - vitre électrique - 4 pneu Michelin - roue de secours jamais utilisé - radio intégrées d'origine - abs / anti dérapage ,https://www.tayara.tn/item/63d4148c1b3fed8fd49b38c1/,168000.0,Gris,Avec kilométrage,2017,1.6L,Manuelle,Citroen,Berlingo,5.0,Utilitaire,Diesel
3124,A VENDRE VOITURE JETTA EN TRES BON ETAT,31000.0,Tunis,Voiture volkswagen jetta en très bon état et très bien entretenue,https://www.tayara.tn/item/63d40c2b1b3fed8fd49b373e/,200000.0,Argent,Avec kilométrage,2009,3.0L,Manuelle,Volkswagen,Jetta,7.0,Berline,Essence
3125,97888107,0.0,Kairouan,Voiture en bonne etat,https://www.tayara.tn/item/63d3fa361b3fed8fd49b337f/,0.0,Blanc,Avec kilométrage,0000,<1.0L,Manuelle,Autres,Autres,0.0,Autres,Diesel
3126,Mercedes,0.0,Monastir,telephone Afficher voiture en bonne etat toutes options moteur impeccable,https://www.tayara.tn/item/63d3f7cd1b3fed8fd49b32cb/,420000.0,Noir,Nouveau,1999,1.9L,Manuelle,Mercedes-Benz,Classe E,8.0,Autres,Diesel
3127,megane sedan ,23500.0,Monastir,je met en vente une voiture renaut megane sedan 4 cylindre climatisé 4 air bag 2 vitre electrique avant radio cd d origine direction assisté 2 carte demarrage d origine volant reglable commande radio cd et ordinateur de bord 4 roues neuves bien entretenu mouasafet khalikjia annee 2009 .7ch mechia 145 000 km pour plus d info contacter moi au num saif Afficher,https://www.tayara.tn/item/63d3c6721b3fed8fd49b2437/,145000.0,Beige,Avec kilométrage,2009,1.6L,Manuelle,Renault,Megane Estate,7.0,Autres,Essence
3128,Peugeot 406,18000.0,Gabès,Voiture essence ,https://www.tayara.tn/item/63d3efab1b3fed8fd49b30ba/,200000.0,Autre,Avec kilométrage,1996,2.0L,Manuelle,Peugeot,406,6.0,Utilitaire,Essence
